a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2016,5046,BELC,3,2,2,MON,31,10,14,15,327109,369901,13,30, , , , , , , , , , 
2016,5047,ARBC,3,2,1,MON,31,10,17,15,303318,355636,13,40, , , , , , , , , , 
2016,5048,FERO,3,2,2,MON,31,10,17,41,250758,362383,13,60, , , , , , , , , , 
2016,5049,ANTN,2,1,1,MON,31,10,18,10,313771,390028,14,70,1,1,1,1,7,9,1,1,1,1
2016,5050,DCST,3,2,1,MON,31,10,17,40,246375,417047,13,30, , , , , , , , , , 
2016,5051,MEAN,3,2,1,MON,31,10,19,18,341991,387820,13,40, , , , , , , , , , 
2016,5052,LISC,3,2,1,MON,31,10,20,55,316022,361286,14,60, , , , , , , , , , 
2016,5053,BELC,2,1,1,MON,31,10,21,40,330168,373706,13,30,12,7,3,11,7,1,1,1,1,1
2016,5054,ARBC,3,2,4,MON,31,10,22,37,308206,344741,13,60, , , , , , , , , , 
2016,5055,DCST,3,1,1,MON,31,10,23,31,243687,416882,13,30, , , , , , , , , , 
2016,5056,ANTN,3,2,3,TUE,1,11,4,40,330917,383422,13,30, , , , , , , , , , 
2016,5057,LISC,3,2,2,TUE,1,11,7,34,333002,367112,13,50, , , , , , , , , , 
2016,5058,CCGL,3,2,2,MON,31,10,8,0,286891,419992,13,60, , , , , , , , , , 
2016,5059,FERO,3,2,2,TUE,1,11,10,42,243903,373320,13,50, , , , , , , , , , 
2016,5060,BELC,3,2,1,TUE,1,11,8,5,331836,372798,12,70, , , , , , , , , , 
2016,5061,DCST,3,3,1,TUE,1,11,12,8,241941,420093,13,60, , , , , , , , , , 
2016,5062,BELC,3,2,1,TUE,1,11,12,50,332371,369171,13,50, , , , , , , , , , 
2016,5063,NEMD,3,2,1,TUE,1,11,14,46,308604,325991,13,30, , , , , , , , , , 
2016,5064,BELC,2,1,1,TUE,1,11,9,20,332022,373129,1,30,2,7,1,1,1,1,1,5,1,2
2016,5065,ANTN,3,2,1,TUE,1,11,17,0,309669,389725,1,30, , , , , , , , , , 
2016,5066,DCST,3,2,1,TUE,1,11,17,0,243736,416633,13,30, , , , , , , , , , 
2016,5067,ARBC,3,2,5,TUE,1,11,17,59,296988,355698,13,40, , , , , , , , , , 
2016,5068,ARBC,3,2,1,TUE,1,11,18,43,302639,355179,13,40, , , , , , , , , , 
2016,5069,LISC,3,2,1,TUE,1,11,19,34,335913,367808,13,50, , , , , , , , , , 
2016,5070,BELC,3,2,1,WED,2,11,8,0,334400,376792,13,70, , , , , , , , , , 
2016,5071,LISC,3,1,1,WED,2,11,9,41,323276,358337,11,70, , , , , , , , , , 
2016,5072,CCGL,3,2,1,WED,2,11,10,0,264325,405257,13,60, , , , , , , , , , 
2016,5073,BELC,3,2,4,WED,2,11,10,40,330743,376819,13,30, , , , , , , , , , 
2016,5074,BELC,3,2,2,FRI,28,10,18,45,334162,379052,13,30, , , , , , , , , , 
2016,5075,MEAN,3,1,1,WED,2,11,11,49,341490,387491,13,30, , , , , , , , , , 
2016,5076,MEAN,3,2,1,WED,2,11,13,34,340884,388131,1,40, , , , , , , , , , 
2016,5077,LISC,3,2,3,WED,2,11,15,30,343056,374095,11,40, , , , , , , , , , 
2016,5078,BELC,3,2,1,MON,31,10,10,20,332285,374037,13,30, , , , , , , , , , 
2016,5079,ARBC,3,2,3,WED,2,11,18,55,308476,358145,13,30, , , , , , , , , , 
2016,5080,DCST,3,2,1,WED,2,11,19,17,238266,409182,13,60, , , , , , , , , , 
2016,5081,LISC,3,2,1,WED,2,11,20,21,322475,364847,13,60, , , , , , , , , , 
2016,5082,DCST,3,1,1,THU,3,11,1,45,243900,418629,1,30, , , , , , , , , , 
2016,5083,NEMD,2,1,1,THU,3,11,7,6,313653,322870,13,60,1,1,1,1,2,1,1,1,1,1
2016,5084,ARBC,3,2,3,THU,3,11,7,40,298629,350547,13,30, , , , , , , , , , 
2016,5085,FERO,3,2,5,THU,3,11,9,0,241666,326514,13,30, , , , , , , , , , 
2016,5086,NEMD,3,2,1,THU,3,11,8,45,310296,325714,13,60, , , , , , , , , , 
2016,5087,LISC,3,3,1,THU,3,11,12,17,335284,370134,11,30, , , , , , , , , , 
2016,5088,FERO,3,1,1,THU,3,11,13,43,248722,372969,13,60, , , , , , , , , , 
2016,5089,BELC,3,1,1,THU,3,11,11,20,333720,374615,2,20, , , , , , , , , , 
2016,5090,DCST,3,2,2,THU,3,11,16,25,244226,415899,13,30, , , , , , , , , , 
2016,5091,DCST,3,2,1,THU,3,11,17,33,244096,418955,13,30, , , , , , , , , , 
2016,5092,BELC,2,1,1,THU,3,11,18,40,327081,372787,13,60,1,1,1,1,6,2,2,1,1,1
2016,5093,CCGL,2,2,2,THU,3,11,19,5,265480,409104,13,60,1,1,1,1,4,1,1,1,1,1
2016,5094,CCGL,3,2,2,THU,3,11,18,45,269984,423359,13,60, , , , , , , , , , 
2016,5095,BELC,3,3,5,THU,3,11,19,41,327858,369574,13,30, , , , , , , , , , 
2016,5096,BELC,3,2,1,THU,3,11,18,0,333477,372766,13,30, , , , , , , , , , 
2016,5097,LISC,3,1,1,THU,3,11,20,32,322308,374938,13,60, , , , , , , , , , 
2016,5098,BELC,3,2,1,THU,3,11,22,0,333066,374398,13,30, , , , , , , , , , 
2016,5099,MIDU,3,3,3,THU,3,11,22,16,280832,359820,13,30, , , , , , , , , , 
2016,5100,NEMD,3,2,2,THU,3,11,22,30,290892,315279,13,30, , , , , , , , , , 
2016,5101,NEMD,3,1,1,THU,3,11,23,30,355790,337330,13,30, , , , , , , , , , 
2016,5102,DCST,2,1,3,FRI,4,11,1,53,244191,403163,13,60,12,7,1,1,7,2,2,1,1,1
2016,5103,BELC,3,1,2,FRI,4,11,3,53,332623,373449,13,50, , , , , , , , , , 
2016,5104,MEAN,3,2,1,FRI,4,11,8,8,340307,402463,1,20, , , , , , , , , , 
2016,5105,DCST,3,2,1,THU,3,11,22,0,242157,415876,13,30, , , , , , , , , , 
2016,5106,FERO,2,1,6,FRI,4,11,11,13,223559,344041,2,30,1,1,1,1,1,2,2,1,1,1
2016,5107,LISC,3,1,1,FRI,4,11,11,26,326546,363902,13,30, , , , , , , , , , 
2016,5108,ARBC,3,2,2,FRI,4,11,11,25,304717,356606,11,60, , , , , , , , , , 
2016,5109,MIDU,2,1,1,SUN,30,10,0,30,284195,366514,1,30,2,7,1,1,4,1,1,1,1,2
2016,5110,CCGL,3,2,1,FRI,4,11,7,55,266103,421929,13,60, , , , , , , , , , 
2016,5111,FERO,3,1,1,FRI,4,11,14,50,197919,359738,13,60, , , , , , , , , , 
2016,5112,BELC,3,1,1,FRI,4,11,15,16,332070,372733,13,30, , , , , , , , , , 
2016,5113,BELC,3,2,1,FRI,4,11,15,19,330684,371948,13,30, , , , , , , , , , 
2016,5114,ANTN,3,2,1,FRI,4,11,16,10,333925,381428,13,30, , , , , , , , , , 
2016,5115,ARND,3,3,3,FRI,4,11,16,56,347124,378978,13,60, , , , , , , , , , 
2016,5116,ANTN,3,2,1,FRI,4,11,17,0,329623,383824,12,70, , , , , , , , , , 
2016,5117,BELC,3,2,1,THU,3,11,12,45,333852,375221,11,50, , , , , , , , , , 
2016,5118,LISC,2,1,2,FRI,4,11,18,55,336840,365607,13,50,10,7,1,1,7,10,1,1,1,1
2016,5119,DCST,3,2,1,FRI,4,11,19,13,252754,420276,13,30, , , , , , , , , , 
2016,5120,CCGL,3,2,1,FRI,4,11,21,3,284868,432755,13,30, , , , , , , , , , 
2016,5121,BELC,3,2,1,FRI,4,11,23,10,329484,371278,13,30, , , , , , , , , , 
2016,5122,BELC,3,2,6,SAT,5,11,0,10,333505,374719,13,30, , , , , , , , , , 
2016,5123,NEMD,2,2,4,SAT,5,11,0,53,290921,312144,13,60,1,1,1,1,6,1,2,1,1,1
2016,5124,BELC,3,2,1,SAT,5,11,2,0,334181,375126,13,60, , , , , , , , , , 
2016,5125,BELC,3,1,1,SAT,5,11,7,23,329952,377585,13,30, , , , , , , , , , 
2016,5126,CCGL,3,1,2,SAT,5,11,9,3,277656,405138,13,60, , , , , , , , , , 
2016,5127,NEMD,3,2,1,SAT,5,11,9,15,328313,313427,13,60, , , , , , , , , , 
2016,5128,MIDU,3,2,2,SAT,5,11,10,0,289620,409819,13,60, , , , , , , , , , 
2016,5129,BELC,3,2,2,FRI,4,11,17,43,335481,373574,13,30, , , , , , , , , , 
2016,5130,BELC,3,3,1,SAT,5,11,11,18,334945,374775,13,30, , , , , , , , , , 
2016,5131,DCST,3,2,1,SAT,5,11,11,22,243472,419016,13,30, , , , , , , , , , 
2016,5132,MEAN,2,2,1,SAT,5,11,12,15,347277,393111,13,60,1,1,1,1,2,1,1,1,1,1
2016,5133,CCGL,3,2,1,SAT,5,11,13,0,268587,423206,13,40, , , , , , , , , , 
2016,5134,CCGL,3,2,3,SAT,5,11,13,15,271375,424443,13,60, , , , , , , , , , 
2016,5135,DCST,3,2,2,SAT,5,11,14,50,243118,418185,13,40, , , , , , , , , , 
2016,5136,ARND,3,2,1,SAT,5,11,14,50,349099,381562,13,30, , , , , , , , , , 
2016,5137,BELC,3,1,1,SAT,5,11,15,20,332304,374031,13,30, , , , , , , , , , 
2016,5138,CCGL,3,1,2,SAT,5,11,13,30,284859,432064,2,30, , , , , , , , , , 
2016,5139,FERO,2,2,1,SAT,5,11,16,55,197780,357664,13,60,1,1,1,1,2,2,2,1,1,1
2016,5140,ANTN,3,2,2,SAT,5,11,17,22,334197,380751,13,30, , , , , , , , , , 
2016,5141,CCGL,3,2,1,SAT,5,11,18,50,267932,409285,13,60, , , , , , , , , , 
2016,5142,FERO,3,2,1,SAT,5,11,19,3,245579,372381,2,30, , , , , , , , , , 
2016,5143,CCGL,3,3,2,SAT,5,11,19,25,295657,421404,13,60, , , , , , , , , , 
2016,5144,FERO,2,1,1,SAT,5,11,23,0,244121,325453,13,60,1,1,1,1,6,10,8,1,1,1
2016,5145,MIDU,3,1,1,SUN,6,11,1,3,262867,356713,1,60, , , , , , , , , , 
2016,5146,ANTN,3,1,1,SUN,6,11,1,50,334656,384141,13,30, , , , , , , , , , 
2016,5147,MEAN,3,1,1,SUN,6,11,3,44,311035,405382,13,50, , , , , , , , , , 
2016,5148,DCST,3,6,1,SUN,6,11,7,15,243110,417255,13,40, , , , , , , , , , 
2016,5149,ANTN,3,1,1,SUN,6,11,7,36,313339,389969,14,70, , , , , , , , , , 
2016,5150,LISC,3,2,1,SUN,6,11,11,20,338610,365593,13,60, , , , , , , , , , 
2016,5151,MIDU,3,2,6,SUN,6,11,12,50,282214,400690,13,60, , , , , , , , , , 
2016,5152,ARBC,3,2,2,SUN,6,11,19,3,305748,357387,1,60, , , , , , , , , , 
2016,5153,MIDU,2,1,1,SUN,6,11,23,52,265708,352039,13,60,1,1,1,1,6,1,1,1,1,1
2016,5154,LISC,3,1,1,MON,7,11,6,16,326268,373258,13,60, , , , , , , , , , 
2016,5155,ARBC,3,2,3,MON,7,11,7,0,294061,348973,13,60, , , , , , , , , , 
2016,5156,CCGL,3,2,2,MON,7,11,8,51,293490,411820,13,60, , , , , , , , , , 
2016,5157,BELC,3,2,1,MON,7,11,8,50,335975,373338,13,30, , , , , , , , , , 
2016,5158,LISC,3,2,2,MON,7,11,9,10,325387,365913,13,30, , , , , , , , , , 
2016,5159,MEAN,3,2,1,MON,7,11,9,28,310337,403881,13,70, , , , , , , , , , 
2016,5160,ARBC,3,1,1,MON,7,11,10,30,316128,345156,13,60, , , , , , , , , , 
2016,5161,ANTN,3,2,1,MON,7,11,10,55,327803,389640,13,60, , , , , , , , , , 
2016,5162,MEAN,3,1,2,MON,7,11,13,47,311932,406961,13,50, , , , , , , , , , 
2016,5163,BELC,3,2,1,MON,7,11,14,19,337566,372045,11,40, , , , , , , , , , 
2016,5164,BELC,3,2,1,MON,7,11,14,37,331304,371193,13,30, , , , , , , , , , 
2016,5165,MEAN,3,2,1,MON,7,11,14,58,341163,388624,13,40, , , , , , , , , , 
2016,5166,BELC,3,1,1,MON,7,11,15,5,331632,376329,13,30, , , , , , , , , , 
2016,5167,BELC,3,1,1,MON,7,11,15,6,333457,374535,13,30, , , , , , , , , , 
2016,5168,BELC,3,1,1,MON,7,11,15,14,327055,371433,13,60, , , , , , , , , , 
2016,5169,BELC,2,1,1,MON,7,11,15,59,333664,374765,13,20,6,4,1,1,1,1,1,1,1,1
2016,5170,FERO,3,3,1,MON,7,11,18,9,256105,360381,13,50, , , , , , , , , , 
2016,5171,BELC,3,2,1,MON,7,11,18,0,335394,374413,13,30, , , , , , , , , , 
2016,5172,DCST,3,1,1,TUE,8,11,7,0,246142,414134,13,30, , , , , , , , , , 
2016,5173,MIDU,3,2,1,TUE,8,11,8,2,291912,392581,13,60, , , , , , , , , , 
2016,5174,ARND,3,2,1,TUE,8,11,8,30,348661,374605,13,30, , , , , , , , , , 
2016,5175,DCST,3,2,1,TUE,8,11,8,52,241700,416033,13,30, , , , , , , , , , 
2016,5176,BELC,2,2,1,TUE,8,11,8,5,334302,372837,13,30,12,7,1,1,1,1,2,1,1,2
2016,5177,BELC,3,1,1,TUE,8,11,13,18,332090,376153,13,30, , , , , , , , , , 
2016,5178,BELC,3,3,1,TUE,8,11,13,10,332988,376729,13,30, , , , , , , , , , 
2016,5179,CCGL,3,1,1,TUE,8,11,14,0,296863,431632,13,60, , , , , , , , , , 
2016,5180,MIDU,3,2,1,TUE,8,11,15,51,280279,377715,13,30, , , , , , , , , , 
2016,5181,ARBC,3,1,1,TUE,8,11,14,20,304604,359797,13,60, , , , , , , , , , 
2016,5182,MEAN,3,1,1,TUE,8,11,16,27,339074,386149,13,60, , , , , , , , , , 
2016,5183,MIDU,3,2,3,TUE,8,11,16,34,295577,390528,13,60, , , , , , , , , , 
2016,5184,BELC,3,2,1,TUE,8,11,16,59,329805,372642,11,50, , , , , , , , , , 
2016,5185,BELC,3,2,2,TUE,8,11,17,14,330468,371108,12,70, , , , , , , , , , 
2016,5186,BELC,3,2,1,TUE,8,11,18,0,332614,376364,13,30, , , , , , , , , , 
2016,5187,ANTN,3,1,1,TUE,8,11,17,25,332183,383731,13,30, , , , , , , , , , 
2016,5188,CCGL,2,2,1,TUE,8,11,18,20,269367,408970,13,30,1,1,1,1,7,1,1,1,1,2
2016,5189,BELC,3,2,1,TUE,8,11,18,30,330921,373426,13,30, , , , , , , , , , 
2016,5190,BELC,3,2,1,TUE,8,11,19,29,333687,375046,13,30, , , , , , , , , , 
2016,5191,BELC,3,3,1,TUE,8,11,19,30,334360,375987,12,70, , , , , , , , , , 
2016,5192,ARBC,3,1,1,TUE,8,11,18,30,276245,338373,13,60, , , , , , , , , , 
2016,5193,ANTN,2,1,1,TUE,8,11,19,50,314022,376900,13,60,1,1,1,1,4,1,1,1,1,1
2016,5194,BELC,3,2,1,TUE,8,11,11,50,328964,370302,13,30, , , , , , , , , , 
2016,5195,ARND,3,2,2,TUE,8,11,20,23,340173,378492,13,30, , , , , , , , , , 
2016,5196,ARBC,3,2,1,TUE,8,11,21,45,285653,347733,13,60, , , , , , , , , , 
2016,5197,BELC,3,2,1,TUE,8,11,22,2,333579,373211,13,30, , , , , , , , , , 
2016,5198,LISC,3,1,2,WED,9,11,6,57,341438,373892,13,30, , , , , , , , , , 
2016,5199,BELC,3,2,2,WED,9,11,8,0,332567,374807,13,30, , , , , , , , , , 
2016,5200,FERO,3,3,1,WED,9,11,8,17,224157,333521,13,60, , , , , , , , , , 
2016,5201,BELC,3,2,1,WED,9,11,8,30,331054,379183,13,60, , , , , , , , , , 
2016,5202,BELC,3,2,1,WED,9,11,9,56,333747,371455,1,30, , , , , , , , , , 
2016,5203,FERO,3,3,1,WED,9,11,10,21,239641,367175,13,60, , , , , , , , , , 
2016,5204,ANTN,3,2,2,WED,9,11,11,20,330798,382287,13,40, , , , , , , , , , 
2016,5205,ARBC,3,2,5,WED,9,11,11,25,302342,354857,13,30, , , , , , , , , , 
2016,5206,DCST,3,3,1,WED,9,11,13,30,242875,418512,13,30, , , , , , , , , , 
2016,5207,ARND,3,1,1,WED,9,11,13,45,341848,376712,13,60, , , , , , , , , , 
2016,5208,BELC,3,2,3,WED,9,11,13,50,334133,375036,13,30, , , , , , , , , , 
2016,5209,NEMD,3,1,1,TUE,8,11,15,30,309355,327814,13,30, , , , , , , , , , 
2016,5210,NEMD,3,2,1,WED,9,11,14,50,308697,326303,13,30, , , , , , , , , , 
2016,5211,NEMD,3,1,1,WED,9,11,15,0,357261,340071,13,60, , , , , , , , , , 
2016,5212,BELC,3,2,1,WED,9,11,16,40,335248,371231,13,30, , , , , , , , , , 
2016,5213,ARBC,2,2,2,WED,9,11,17,48,294130,339107,13,60,1,1,1,1,6,1,1,1,1,1
2016,5214,DCST,3,2,1,WED,9,11,17,0,241824,418437,13,40, , , , , , , , , , 
2016,5215,ARBC,3,1,1,WED,9,11,18,29,307911,358707,13,30, , , , , , , , , , 
2016,5216,ANTN,3,2,1,WED,9,11,20,9,335306,380749,12,70, , , , , , , , , , 
2016,5217,CCGL,3,2,1,THU,10,11,9,20,284595,431773,13,30, , , , , , , , , , 
2016,5218,LISC,3,2,1,THU,10,11,9,22,336650,366135,13,50, , , , , , , , , , 
2016,5219,MIDU,3,2,1,THU,10,11,9,34,281893,379398,13,60, , , , , , , , , , 
2016,5220,ARBC,3,1,1,THU,10,11,10,15,307715,358466,13,30, , , , , , , , , , 
2016,5221,DCST,3,2,1,THU,10,11,11,40,243904,420387,13,60, , , , , , , , , , 
2016,5222,BELC,3,2,2,THU,10,11,13,38,330882,372635,13,30, , , , , , , , , , 
2016,5223,MEAN,3,1,1,THU,10,11,13,51,308673,406752,13,70, , , , , , , , , , 
2016,5224,MEAN,3,2,1,TUE,8,11,20,30,312223,401776,13,30, , , , , , , , , , 
2016,5225,LISC,3,1,1,THU,10,11,14,56,324876,373919,13,60, , , , , , , , , , 
2016,5226,BELC,3,2,1,THU,10,11,15,40,331416,376068,13,30, , , , , , , , , , 
2016,5227,ARBC,3,3,1,THU,10,11,16,9,306870,359993,13,40, , , , , , , , , , 
2016,5228,LISC,3,1,1,SUN,6,11,20,0,312224,368327,13,60, , , , , , , , , , 
2016,5229,FERO,3,2,1,THU,10,11,16,47,224215,329892,13,60, , , , , , , , , , 
2016,5230,BELC,3,3,1,THU,10,11,16,55,331776,373450,13,30, , , , , , , , , , 
2016,5231,DCST,3,2,1,THU,10,11,16,59,243716,416834,13,50, , , , , , , , , , 
2016,5232,LISC,3,5,1,THU,10,11,17,0,336447,366492,13,30, , , , , , , , , , 
2016,5233,NEMD,3,3,2,THU,10,11,17,27,348201,345422,13,60, , , , , , , , , , 
2016,5234,FERO,3,2,1,THU,10,11,17,40,225889,344800,13,50, , , , , , , , , , 
2016,5235,ANTN,3,1,2,THU,10,11,19,10,319976,377488,13,60, , , , , , , , , , 
2016,5236,BELC,3,2,1,THU,10,11,18,15,330903,372642,13,30, , , , , , , , , , 
2016,5237,MIDU,3,2,1,THU,10,11,18,41,280506,376244,13,60, , , , , , , , , , 
2016,5238,ANTN,3,1,1,THU,10,11,18,45,326145,389502,13,30, , , , , , , , , , 
2016,5239,BELC,3,2,1,THU,10,11,8,50,335145,370475,13,30, , , , , , , , , , 
2016,5240,BELC,3,1,1,THU,10,11,20,49,332643,375443,13,30, , , , , , , , , , 
2016,5241,BELC,3,2,1,THU,10,11,19,50,334826,370825,13,30, , , , , , , , , , 
2016,5242,ARBC,3,1,1,WED,9,11,19,0,301118,353839,13,30, , , , , , , , , , 
2016,5243,BELC,2,1,1,FRI,11,11,7,22,332656,372521,13,30,12,7,1,1,4,1,2,1,1,1
2016,5244,BELC,3,1,1,FRI,11,11,7,51,334453,372328,13,30, , , , , , , , , , 
2016,5245,DCST,3,1,1,FRI,11,11,8,6,241291,412923,13,30, , , , , , , , , , 
2016,5246,MEAN,3,2,1,FRI,11,11,9,15,339514,398912,13,60, , , , , , , , , , 
2016,5247,ARND,3,2,1,FRI,11,11,10,0,346118,368853,13,30, , , , , , , , , , 
2016,5248,LISC,3,2,1,FRI,11,11,9,55,335992,358931,13,60, , , , , , , , , , 
2016,5249,BELC,1,1,1,FRI,11,11,11,35,334172,375907,13,30,1,1,1,2,2,1,2,1,1,1
2016,5250,NEMD,3,2,4,FRI,11,11,12,0,336819,352511,2,30, , , , , , , , , , 
2016,5251,CCGL,2,2,1,FRI,11,11,13,0,298478,424403,13,60,6,7,1,1,1,1,1,1,1,1
2016,5252,MEAN,3,2,2,FRI,11,11,13,53,310655,403482,13,20, , , , , , , , , , 
2016,5253,ARBC,3,2,1,THU,10,11,12,0,287438,345525,2,30, , , , , , , , , , 
2016,5254,CCGL,3,2,3,FRI,11,11,15,59,305120,418557,13,60, , , , , , , , , , 
2016,5255,FERO,3,1,1,FRI,11,11,17,19,245967,372782,13,30, , , , , , , , , , 
2016,5256,BELC,3,3,6,FRI,11,11,17,28,334004,371805,2,30, , , , , , , , , , 
2016,5257,FERO,3,2,1,FRI,11,11,18,3,223697,345400,13,30, , , , , , , , , , 
2016,5258,NEMD,3,2,1,FRI,11,11,18,11,337599,331555,13,30, , , , , , , , , , 
2016,5259,BELC,3,3,2,FRI,11,11,18,50,333810,368453,13,40, , , , , , , , , , 
2016,5260,BELC,3,2,1,FRI,11,11,18,51,332584,374041,13,30, , , , , , , , , , 
2016,5261,LISC,3,2,1,FRI,11,11,19,10,341149,374006,13,30, , , , , , , , , , 
2016,5262,BELC,3,2,3,FRI,11,11,19,0,329714,369468,12,70, , , , , , , , , , 
2016,5263,BELC,3,2,2,FRI,11,11,20,37,329904,373242,13,30, , , , , , , , , , 
2016,5264,ANTN,3,1,1,FRI,11,11,19,30,331392,392988,11,60, , , , , , , , , , 
2016,5265,BELC,3,2,1,SAT,12,11,4,33,332631,375565,13,30, , , , , , , , , , 
2016,5266,BELC,3,1,1,SAT,12,11,5,0,330313,373992,13,30, , , , , , , , , , 
2016,5267,LISC,3,3,1,SAT,12,11,8,58,340716,367527,13,60, , , , , , , , , , 
2016,5268,BELC,3,1,1,FRI,11,11,15,30,333252,375248,13,30, , , , , , , , , , 
2016,5269,BELC,3,1,1,SAT,12,11,9,19,332179,374844,13,30, , , , , , , , , , 
2016,5270,MIDU,3,2,1,SAT,12,11,9,48,273015,360566,13,60, , , , , , , , , , 
2016,5271,ARND,2,2,1,SAT,12,11,10,9,351976,379918,13,30,10,7,1,1,1,1,2,1,1,1
2016,5272,ARBC,3,1,1,SAT,12,11,10,0,306426,357479,13,40, , , , , , , , , , 
2016,5273,ANTN,3,2,4,SAT,12,11,10,55,313743,389924,1,60, , , , , , , , , , 
2016,5274,BELC,3,2,1,SAT,12,11,11,23,334945,374777,13,40, , , , , , , , , , 
2016,5275,BELC,3,2,1,FRI,11,11,18,15,332073,373170,11,50, , , , , , , , , , 
2016,5276,NEMD,2,1,1,SAT,12,11,13,58,348342,344028,13,30,10,7,1,9,1,1,1,1,1,1
2016,5277,MIDU,2,1,1,SAT,12,11,14,0,282816,400363,13,60,1,1,1,1,2,1,1,1,1,1
2016,5278,ARND,3,2,2,SAT,12,11,13,25,347165,379989,13,30, , , , , , , , , , 
2016,5279,ARND,3,2,1,SAT,12,11,14,13,346581,381330,13,30, , , , , , , , , , 
2016,5280,ARBC,3,2,2,SAT,12,11,15,53,308449,357886,13,30, , , , , , , , , , 
2016,5281,MIDU,3,1,1,SAT,12,11,2,30,284907,356138,13,30, , , , , , , , , , 
2016,5282,NEMD,3,2,1,SAT,12,11,12,50,337197,351700,13,30, , , , , , , , , , 
2016,5283,MEAN,2,2,1,SAT,12,11,19,49,311399,399700,13,70,1,1,1,1,7,1,1,1,1,1
2016,5284,NEMD,3,2,4,SAT,12,11,19,45,308642,325964,13,30, , , , , , , , , , 
2016,5285,MEAN,3,1,1,SAT,12,11,22,37,339197,386273,13,40, , , , , , , , , , 
2016,5286,NEMD,3,1,2,SAT,12,11,22,48,336206,346917,13,60, , , , , , , , , , 
2016,5287,LISC,2,1,2,SUN,13,11,1,18,325258,356205,13,60,1,1,1,1,6,1,2,1,1,1
2016,5288,DCST,3,2,1,SUN,13,11,4,0,239448,385905,13,60, , , , , , , , , , 
2016,5289,NEMD,3,1,5,SUN,13,11,6,34,341450,359401,13,60, , , , , , , , , , 
2016,5290,CCGL,3,1,1,SUN,13,11,7,42,268380,420476,13,60, , , , , , , , , , 
2016,5291,MIDU,2,1,2,SUN,13,11,14,0,289834,390677,13,30,1,1,1,1,1,2,2,1,1,1
2016,5292,NEMD,3,2,1,SUN,13,11,14,20,318609,319306,13,30, , , , , , , , , , 
2016,5293,LISC,3,1,1,SUN,13,11,15,14,327570,365333,13,40, , , , , , , , , , 
2016,5294,MIDU,3,1,1,SUN,13,11,17,47,279036,362647,13,30, , , , , , , , , , 
2016,5295,ARBC,3,2,1,SUN,13,11,18,30,321969,354456,11,60, , , , , , , , , , 
2016,5296,ARBC,3,2,2,SUN,13,11,20,31,311032,345896,13,30, , , , , , , , , , 
2016,5297,DCST,3,2,2,SUN,13,11,20,39,250341,402706,13,60, , , , , , , , , , 
2016,5298,FERO,3,1,2,SUN,13,11,22,4,234236,338799,13,60, , , , , , , , , , 
2016,5299,DCST,3,2,1,SUN,13,11,22,27,243069,417045,1,30, , , , , , , , , , 
2016,5300,BELC,3,2,1,MON,14,11,7,35,333067,372636,13,50, , , , , , , , , , 
2016,5301,NEMD,2,1,1,MON,14,11,8,10,307088,329333,1,40,2,7,1,1,2,1,1,1,1,1
2016,5302,ARBC,3,2,1,MON,14,11,8,40,299779,353616,13,30, , , , , , , , , , 
2016,5303,BELC,3,2,1,MON,14,11,8,51,332565,374806,13,30, , , , , , , , , , 
2016,5304,BELC,3,5,5,MON,14,11,9,14,330102,373658,13,30, , , , , , , , , , 
2016,5305,DCST,3,2,1,MON,14,11,10,15,229447,393991,13,30, , , , , , , , , , 
2016,5306,FERO,3,1,1,MON,14,11,11,15,223807,344012,13,30, , , , , , , , , , 
2016,5307,ARND,3,2,1,MON,14,11,14,4,348097,380066,13,30, , , , , , , , , , 
2016,5308,DCST,3,2,1,FRI,11,11,15,30,241214,412330,13,30, , , , , , , , , , 
2016,5309,BELC,3,2,1,MON,14,11,14,47,329765,369538,13,30, , , , , , , , , , 
2016,5310,BELC,3,1,1,MON,14,11,8,0,336053,373194,13,30, , , , , , , , , , 
2016,5311,MEAN,3,2,1,THU,10,11,13,30,297820,403875,13,20, , , , , , , , , , 
2016,5312,BELC,3,2,1,MON,14,11,17,20,334247,373899,2,30, , , , , , , , , , 
2016,5313,BELC,3,2,1,MON,14,11,17,39,330863,377021,13,30, , , , , , , , , , 
2016,5314,ARND,3,2,1,MON,14,11,17,15,350058,379948,11,30, , , , , , , , , , 
2016,5315,MIDU,3,4,2,MON,14,11,17,45,293775,392315,13,60, , , , , , , , , , 
2016,5316,MIDU,2,1,1,MON,14,11,18,2,286715,387058,13,60,12,7,1,1,7,2,8,1,1,1
2016,5317,BELC,3,2,1,MON,14,11,17,54,330864,377023,13,30, , , , , , , , , , 
2016,5318,ARBC,3,2,1,MON,14,11,18,0,310289,355545,13,30, , , , , , , , , , 
2016,5319,ANTN,3,2,1,MON,14,11,20,25,315026,381085,13,30, , , , , , , , , , 
2016,5320,BELC,3,2,3,MON,14,11,21,56,334124,373520,13,30, , , , , , , , , , 
2016,5321,FERO,3,2,1,MON,14,11,22,40,221031,353557,13,60, , , , , , , , , , 
2016,5322,LISC,3,2,2,TUE,15,11,8,51,342909,374134,11,40, , , , , , , , , , 
